Country,Brannd,Model,Storage Variant,Color 1,Color 2,Color 3,Color 4,Color 5,Color 6,Color 7,Color 8,Color 9,Color 10,Color 11,Color 12,Color 13,Color 14
Romania,Samsung,Z Flip3,256 GB,Grey,Phantom Black,Pink,White,,,,,,,,,,
Romania,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Romania,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Romania,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,,,,
Romania,Samsung,Z Flip5,256,Cream,Graphite,Green,Lavender,Mint,,,,,,,,,
Romania,Samsung,Z Flip5,512,Cream,Graphite,Green,Lavender,Mint,,,,,,,,,
Romania,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
Romania,Samsung,Z Flip5,512 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
Romania,Samsung,Z Fold3,256 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,,,,
Romania,Samsung,Z Fold3,512 GB,Phantom Black,Phantom Silver,,,,,,,,,,,,
Romania,Samsung,Z Fold4,1 TB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,,,,
Romania,Samsung,Z Fold4,256 GB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,,,,
Romania,Samsung,Z Fold4,512 GB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,,,,
Romania,Samsung,Z Fold5,256,Blue,Cream,Icy Blue,Phantom Black,,,,,,,,,,
Romania,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Romania,Samsung,Z Fold5,256 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Romania,Samsung,Z Fold5,512 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Slovakia,Samsung,A34,128 GB,Awesome Graphite,Awesome Lime,Awesome Silver,Awesome Violet,,,,,,,,,,
Slovakia,Samsung,A34,256 GB,Awesome Graphite,Awesome Lime,Awesome Silver,Awesome Violet,,,,,,,,,,
Slovakia,Samsung,A54,128 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,,,,,,,,,,
Slovakia,Samsung,A54,256 GB,Awesome Graphite,Awesome Lime,Awesome Violet,Awesome White,,,,,,,,,,
Slovakia,Apple,i13,128 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Slovakia,Apple,i13,256 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Slovakia,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Slovakia,Apple,i13 Mini,512 GB,Black,Red,,,,,,,,,,,,
Slovakia,Apple,i14,128 GB,(PRODUCT) RED,Blue,Midnight,Starlight,Violet,,,,,,,,,
Slovakia,Apple,i14,256 GB,(PRODUCT) RED,Blue,Midnight,Starlight,Violet,Yellow,,,,,,,,
Slovakia,Apple,i14,512 GB,(PRODUCT) RED,Blue,Midnight,Starlight,Violet,Yellow,,,,,,,,
Slovakia,Apple,i14 Plus,128 GB,(PRODUCT) RED,Blue,Midnight,Starlight,Violet,Yellow,,,,,,,,
Slovakia,Apple,i14 Plus,256 GB,(PRODUCT) RED,Blue,Midnight,Starlight,Violet,Yellow,,,,,,,,
Slovakia,Apple,i14 Plus,512 GB,(PRODUCT) RED,Blue,Midnight,Starlight,Violet,Yellow,,,,,,,,
Slovakia,Apple,i14 Pro,1 TB,Black,Gold,Purple,Silver,,,,,,,,,,
Slovakia,Apple,i14 Pro Max,128 GB,Black,,,,,,,,,,,,,
Slovakia,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Slovakia,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Slovakia,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Slovakia,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Slovakia,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Slovakia,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Slovakia,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Slovakia,Apple,iSE3,128 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Slovakia,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Slovakia,Apple,iSE3,64 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Slovakia,Samsung,S22,128 GB,Black,Green,Phantom Black,Phantom White,Pink Gold,Purple,Rose Gold,White,,,,,,
Slovakia,Samsung,S22,256 GB,Black,Green,Pink Gold,White,,,,,,,,,,
Slovakia,Samsung,S22 Ultra,128 GB,Black,Burgundy,White,,,,,,,,,,,
Slovakia,Samsung,S22 Ultra,256 GB,Black,Burgundy,White,,,,,,,,,,,
Slovakia,Samsung,S22 Ultra,512 GB,Black,Burgundy,White,,,,,,,,,,,
Slovakia,Samsung,S22+,128 GB,Black,Green,Pink Gold,White,,,,,,,,,,
Slovakia,Samsung,S22+,256 GB,Black,Green,Pink Gold,White,,,,,,,,,,
Slovakia,Samsung,S23,128 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Slovakia,Samsung,S23,256 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Slovakia,Samsung,S23 FE,128 GB,Cream,Graphite,Mint,Orange,Purple,,,,,,,,,
Slovakia,Samsung,S23 FE,256 GB,Cream,Graphite,Mint,Orange,Purple,,,,,,,,,
Slovakia,Samsung,S23 Ultra,1 TB,Black,Cream,Green,Lavender,,,,,,,,,,
Slovakia,Samsung,S23 Ultra,256 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Slovakia,Samsung,S23 Ultra,512 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Slovakia,Samsung,S23+,256 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Slovakia,Samsung,S23+,512 GB,Black,Cream,Green,Lavender,Phantom Black,,,,,,,,,
Slovakia,Samsung,S24,128 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovakia,Samsung,S24,256 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovakia,Samsung,S24 Ultra,1 TB,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Slovakia,Samsung,S24 Ultra,256 GB,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Slovakia,Samsung,S24 Ultra,512 GB,Titanium Black,Titanium Blue,Titanium Green,Titanium Grey,Titanium Orange,Titanium Violet,Titanium Yellow,,,,,,,
Slovakia,Samsung,S24+,128 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovakia,Samsung,S24+,256 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovakia,Samsung,Z Flip3,128 GB,Black,Cream,Green,Lavender,,,,,,,,,,
Slovakia,Samsung,Z Flip4,128 GB,Blue,Graphite,Pink Gold,Purple,,,,,,,,,,
Slovakia,Samsung,Z Flip4,256 GB,Blue,Graphite,Pink Gold,Purple,,,,,,,,,,
Slovakia,Samsung,Z Flip4,512 GB,Blue,Graphite,Pink Gold,Purple,,,,,,,,,,
Slovakia,Samsung,Z Flip5,256 GB,A coin,Cream,Grey,Lavender,,,,,,,,,,
Slovakia,Samsung,Z Flip5,512 GB,A coin,Cream,Grey,Lavender,,,,,,,,,,
Slovakia,Samsung,Z Fold3,256 GB,Black,Silver,White,,,,,,,,,,,
Slovakia,Samsung,Z Fold3,512 GB,Black,Silver,White,,,,,,,,,,,
Slovakia,Samsung,Z Fold4,1 TB,Beige,Black,Green,,,,,,,,,,,
Slovakia,Samsung,Z Fold4,256 GB,Beige,Black,Green,,,,,,,,,,,
Slovakia,Samsung,Z Fold4,512 GB,Beige,Black,Green,,,,,,,,,,,
Slovakia,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,,,,
Slovakia,Samsung,Z Fold5,256 GB,Cream,Icy Blue,Phantom Black,,,,,,,,,,,
Slovakia,Samsung,Z Fold5,512 GB,Cream,Icy Blue,Phantom Black,,,,,,,,,,,
Slovenia,Samsung,A34,128 GB,Black,Light Green,Light Purple,Silver,,,,,,,,,,
Slovenia,Samsung,A34,256 GB,Black,Light Green,Light Purple,Silver,,,,,,,,,,
Slovenia,Samsung,A54,128 GB,Black,Light Green,Light Purple,Silver,,,,,,,,,,
Slovenia,Samsung,A54,256 GB,Black,Light Green,Light Purple,Silver,,,,,,,,,,
Slovenia,Apple,i13,128 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Slovenia,Apple,i13,256 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Slovenia,Apple,i13,512 GB,Blue,Green,Midnight,Polaris,Red,Rose,,,,,,,,
Slovenia,Apple,i14,128 GB,Blue,Midnight,Polaris,Red,Violet,Yellow,,,,,,,,
Slovenia,Apple,i14,256 GB,Blue,Midnight,Polaris,Red,Violet,Yellow,,,,,,,,
Slovenia,Apple,i14,512 GB,Blue,Midnight,Polaris,Red,Violet,Yellow,,,,,,,,
Slovenia,Apple,i14 Plus,128 GB,Blue,Midnight,Polaris,Red,Violet,Yellow,,,,,,,,
Slovenia,Apple,i14 Plus,256 GB,Blue,Midnight,Polaris,Red,Violet,Yellow,,,,,,,,
Slovenia,Apple,i14 Plus,512 GB,Blue,Midnight,Polaris,Red,Violet,Yellow,,,,,,,,
Slovenia,Apple,i14 Pro,1 TB,Dark Purple,Deep Purple,Gold,Silver,Space Black,,,,,,,,,
Slovenia,Apple,i14 Pro,128 GB,Dark Purple,Deep Purple,Gold,Silver,Space Black,,,,,,,,,
Slovenia,Apple,i14 Pro,256 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Slovenia,Apple,i14 Pro,512 GB,Dark Purple,Deep Purple,Gold,Silver,Space Black,,,,,,,,,
Slovenia,Apple,i14 Pro Max,1 TB,Space Black,,,,,,,,,,,,,
Slovenia,Apple,i14 Pro Max,128 GB,Dark Purple,Space Black,,,,,,,,,,,,
Slovenia,Apple,i14 Pro Max,512 GB,Silver,,,,,,,,,,,,,
Slovenia,Apple,i15,128 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Slovenia,Apple,i15,256 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Slovenia,Apple,i15,512 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Slovenia,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Slovenia,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Slovenia,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Rose,Yellow,,,,,,,,
Slovenia,Apple,i15 Pro,1 TB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,i15 Pro,128 GB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,i15 Pro,256 GB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,i15 Pro,512 GB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,i15 Pro Max,1 TB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,i15 Pro Max,256 GB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,i15 Pro Max,512 GB,Titanium Black,Titanium Blue,Titanium Natural,Titanium White,,,,,,,,,,
Slovenia,Apple,iSE3,128 GB,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,,
Slovenia,Apple,iSE3,256 GB,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,,
Slovenia,Apple,iSE3,64 GB,Midnight,PRODUCT (Red),Starlight,,,,,,,,,,,
Slovenia,Samsung,S22,128 GB,Green,Phantom Black,Phantom White,Purple,Rose Gold,,,,,,,,,
Slovenia,Samsung,S22,256 GB,Green,Phantom Black,Phantom White,Purple,Rose Gold,,,,,,,,,
Slovenia,Samsung,S23,128 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Slovenia,Samsung,S23,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Slovenia,Samsung,S23 Ultra,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Slovenia,Samsung,S23 Ultra,512 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Slovenia,Samsung,S23+,128 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Slovenia,Samsung,S23+,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,,,,
Slovenia,Samsung,S24,128 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovenia,Samsung,S24,256 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovenia,Samsung,S24 Ultra,1 TB,Titan purple,Titanium Black,Titanium Grey,Titanium Yellow,,,,,,,,,,
Slovenia,Samsung,S24 Ultra,256 GB,Titan purple,Titanium Black,Titanium Grey,Titanium Yellow,,,,,,,,,,
Slovenia,Samsung,S24 Ultra,512 GB,Titan purple,Titanium Black,Titanium Grey,Titanium Yellow,,,,,,,,,,
Slovenia,Samsung,S24+,256 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovenia,Samsung,S24+,512 GB,Amber Yellow,Cobalt purple,Marble Grey,Onyx Black,,,,,,,,,,
Slovenia,Samsung,Z Flip5,256 GB,Cream,Graphite,Lavender,Mint,,,,,,,,,,
Slovenia,Samsung,Z Fold5,1 TB,Blue,Cream,Phantom Black,,,,,,,,,,,
Slovenia,Samsung,Z Fold5,256 GB,Cream,Icy Blue,Phantom Black,,,,,,,,,,,
Slovenia,Samsung,Z Fold5,512 GB,Cream,Icy Blue,Phantom Black,,,,,,,,,,,
Spain,Samsung,A34,128 GB,Graphite,Lavender,Lime,Silver,,,,,,,,,,
Spain,Samsung,A34,256 GB,Graphite,Lavender,Lime,Silver,,,,,,,,,,
Spain,Samsung,A54,128 GB,Black,Graphite,Lavender,Lime,Silver,White,,,,,,,,
Spain,Samsung,A54,256 GB,Black,Graphite,Lavender,Lime,Silver,White,,,,,,,,
Spain,Apple,i12,128 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i12,256 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i12,64 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i12 Mini,128 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i12 Mini,256 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i12 Mini,64 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i12 Pro,128 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i12 Pro,256 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i12 Pro,512 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i12 Pro Max,128 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i12 Pro Max,256 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i12 Pro Max,512 GB,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13,128 GB,(PRODUCT) RED,Black,Blue,Green,Midnight,Pink,Purple,Starlight,White,White Titanium,,,,
Spain,Apple,i13,256 GB,(PRODUCT) RED,Black,Blue,Green,Midnight,Pink,Purple,Starlight,White,White Titanium,,,,
Spain,Apple,i13,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Spain,Apple,i13,512 GB ,(PRODUCT) RED,Blue,Green,Midnight,Pink,White Titanium,,,,,,,,
Spain,Apple,i13,64 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i13 Mini,128 GB,(PRODUCT) RED,Black,Blue,Green,Midnight,Pink,Purple,Starlight,White,,,,,
Spain,Apple,i13 Mini,256 GB,(PRODUCT) RED,Black,Blue,Green,Midnight,Pink,Purple,Starlight,White,,,,,
Spain,Apple,i13 Mini,512 GB,(PRODUCT) RED,Blue,Green,Midnight,Pink,Starlight,,,,,,,,
Spain,Apple,i13 Mini,64 GB,(PRODUCT) RED,Black,Blue,Green,Purple,White,,,,,,,,
Spain,Apple,i13 Pro,1 TB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13 Pro,128 GB,Alpine Green,Blue,Gold,Graphite,Sierra Blue,Silver,,,,,,,,
Spain,Apple,i13 Pro,256 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13 Pro,512 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13 Pro Max,1 TB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13 Pro Max,128 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13 Pro Max,256 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i13 Pro Max,512 GB,Alpine Green,Gold,Graphite,Sierra Blue,Silver,,,,,,,,,
Spain,Apple,i14,128 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Spain,Apple,i14,256 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Spain,Apple,i14,512 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Spain,Apple,i14 Plus,128 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Spain,Apple,i14 Plus,256 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Spain,Apple,i14 Plus,512 GB,(PRODUCT) RED,Blue,Midnight,Purple,Starlight,Yellow,,,,,,,,
Spain,Apple,i14 Pro,1 TB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro,128 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro,256 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro,512 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro Max,1 TB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro Max,128 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro Max,256 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i14 Pro Max,512 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,,,,
Spain,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Spain,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Spain,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Spain,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Spain,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Spain,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,,,,
Spain,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,,,,
Spain,Apple,iSE2,128 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
Spain,Apple,iSE2,256 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
Spain,Apple,iSE2,64 GB,(PRODUCT) RED,Black,Midnight,Starlight,White,,,,,,,,,
Spain,Apple,iSE3,128 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Spain,Apple,iSE3,256 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Spain,Apple,iSE3,64 GB,(PRODUCT) RED,Midnight,Starlight,,,,,,,,,,,
Spain,Samsung,S20,128 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Spain,Samsung,S20,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Spain,Samsung,S20 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Spain,Samsung,S20 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Spain,Samsung,S20 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Spain,Samsung,S20+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Spain,Samsung,S20+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Spain,Samsung,S20FE,128 GB,Blue,Lavender,Mint,Orange,Red,White,,,,,,,,
Spain,Samsung,S21,128 GB,Phantom Black,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,Pink,,,,,,,,
Spain,Samsung,S21,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,,,,
Spain,Samsung,S21 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Spain,Samsung,S21 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Spain,Samsung,S21 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,,,,
Spain,Samsung,S21+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Spain,Samsung,S21+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,,,,
Spain,Samsung,S22,128 GB,Black,Bora Purple,Cream,Graphite,Green,Grey,Lavender,Phantom Black,Phantom White,Pink,Purple,Sky Blue,Violet,White
Spain,Samsung,S22,256 GB,Black,Bora Purple,Cream,Graphite,Green,Grey,Lavender,Phantom Black,Phantom White,Pink,Purple,Sky Blue,Violet,White
Spain,Samsung,S22 Ultra,1 TB,Black,Burgundy,Graphite,Red,Sky Blue,,,,,,,,,
Spain,Samsung,S22 Ultra,128 GB,Black,Brown,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,White,,,,
Spain,Samsung,S22 Ultra,256 GB,Black,Brown,Burgundy,Graphite,Green,Phantom Black,Phantom White,Red,Sky Blue,White,,,,
Spain,Samsung,S22 Ultra,512 GB,Black,Brown,Burgundy,Graphite,Phantom Black,Phantom White,Red,Sky Blue,White,,,,,
Spain,Samsung,S22+,128 GB,Black,Cream,Graphite,Green,Grey,Phantom Black,Phantom White,Pink,Purple,Sky Blue,Violet,,,
Spain,Samsung,S22+,256 GB,Black,Cream,Graphite,Green,Grey,Phantom Black,Phantom White,Pink,Purple,Sky Blue,Violet,White,,
Spain,Samsung,S23,128 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
Spain,Samsung,S23,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
Spain,Samsung,S23 Ultra,1 TB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
Spain,Samsung,S23 Ultra,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
Spain,Samsung,S23 Ultra,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,,,,
Spain,Samsung,S23+,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
Spain,Samsung,S23+,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,,,,
Spain,Samsung,S24,128 GB,Blue,Green,Orange,,,,,,,,,,,
Spain,Samsung,S24,256 GB,Blue,Green,Orange,,,,,,,,,,,
Spain,Samsung,S24 Ultra,1 TB,Black,Blue,Green,Grey,Orange,Violet,Yellow,,,,,,,
Spain,Samsung,S24 Ultra,256 GB,Black,Blue,Green,Grey,Orange,Violet,Yellow,,,,,,,
Spain,Samsung,S24 Ultra,512 GB,Black,Blue,Green,Grey,Orange,Violet,Yellow,,,,,,,
Spain,Samsung,S24+,256 GB,Blue,Green,Orange,,,,,,,,,,,
Spain,Samsung,S24+,512 GB,Blue,Green,Orange,,,,,,,,,,,
Spain,Samsung,Z Flip3,128 GB,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,,,,,
Spain,Samsung,Z Flip3,256 GB,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,,,,,
Spain,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink,Pink Gold,Purple,,,,,,,,
Spain,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink,Pink Gold,Purple,,,,,,,,
Spain,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink,Pink Gold,Purple,,,,,,,,
Spain,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,,,,
