Country,Brand,Model,Storage Variant,Color1,Color2,Color3,Color4,Color5,Color6,Color7,Color8,Color9,Color10,Color11
NO,Samsung,S22+,256 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,
NO,Samsung,S23,128 GB,Black,Cream,Green,Lavender,,,,,,,
NO,Samsung,S23,256 GB,Black,Cream,Green,Lavender,,,,,,,
NO,Samsung,S23 Ultra,1 TB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
NO,Samsung,S23 Ultra,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
NO,Samsung,S23 Ultra,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
NO,Samsung,S23+,512 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NO,Samsung,Z flip3,128 GB,Black,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,
NO,Samsung,Z flip3,256 GB,Black,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,
NO,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,Purple,,,,,,
NO,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,Purple,,,,,,
NO,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,Purple,,,,,,
NO,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,
NO,Samsung,Z Flip5,512 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,
NO,Samsung,Z Fold3,256 GB,Black,Green,Phantom Black,Phantom Green,Phantom Silver,Silver,,,,,
NO,Samsung,Z Fold3,512 GB,Black,Green,Phantom Black,Phantom Green,Phantom Silver,Silver,,,,,
NO,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
NO,Samsung,Z Fold5,256 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
NO,Samsung,Z Fold5,512 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
SE,Samsung,A34,128 GB,Black,Light Green,Light Purple,Silver,,,,,,,
SE,Samsung,A34,256 GB,Black,Light Green,Light Purple,Silver,,,,,,,
SE,Samsung,A52,128 GB,Awesome Black,Awesome Blue,Awesome Violet,Awesome White,,,,,,,
SE,Samsung,A54,128 GB,Black,Light Green,Light Purple,White,,,,,,,
SE,Samsung,A54,256 GB,Black,Light Green,Light Purple,White,,,,,,,
SE,Apple,i13,128 GB,(PRODUCT) Red,Blue,Green,2,Pink,Star Skin,Starlight,,,,
SE,Apple,i13,256 GB,(PRODUCT) Red,Blue,Green,2,Pink,Star Skin,Starlight,,,,
SE,Apple,i13,512 GB,(PRODUCT) Red,Blue,Green,2,Pink,Star Skin,Starlight,,,,
SE,Apple,i13 Mini,128 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Star Skin,,,,,
SE,Apple,i13 Mini,256 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Star Skin,,,,,
SE,Apple,i13 Mini,512 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Star Skin,,,,,
SE,Apple,i13 Pro,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro Max,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro Max,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro Max,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i13 Pro Max,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
SE,Apple,i14,1 TB,Space Black,,,,,,,,,,
SE,Apple,i14,128 GB,(PRODUCT) Red,Blue,Midnight,Purple,Star Shine,Starlight,Yellow,,,,
SE,Apple,i14,256 GB,(PRODUCT) Red,Blue,Midnight,Purple,Star Shine,Starlight,Yellow,,,,
SE,Apple,i14,512 GB,(PRODUCT) Red,Blue,Midnight,Purple,Star Shine,Starlight,Yellow,,,,
SE,Apple,i14 Plus,128 GB,(PRODUCT) Red,Blue,Midnight,Purple,Star Shine,Starlight,Yellow,,,,
SE,Apple,i14 Plus,256 GB,(PRODUCT) Red,Blue,Midnight,Purple,Star Shine,Starlight,Yellow,,,,
SE,Apple,i14 Plus,512 GB,(PRODUCT) Red,Blue,Midnight,Purple,Star Shine,Starlight,Yellow,,,,
SE,Apple,i14 Pro,1 TB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i14 Pro,128 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i14 Pro,256 GB,(PRODUCT) Red,Deep Purple,Gold,Silver,Space Black,,,,,,
SE,Apple,i14 Pro,512 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i14 Pro Max,1 TB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i14 Pro Max,128 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i14 Pro Max,256 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i14 Pro Max,512 GB,Deep Purple,Gold,Silver,Space Black,,,,,,,
SE,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,
SE,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,
SE,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,
SE,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,
SE,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,
SE,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,
